ID,Gene,ncbi,RSG
4267,hsa7044,7044,NG_008118.1
4268,hsa7045,7045,NG_012646.1
4269,hsa7046,7046,NG_007461.1
4270,hsa7048,7048,NG_007490.1
4271,hsa7049,7049,NG_027757.1
4272,hsa7050,7050,NG_007447.2
4273,hsa7051,7051,NG_007150.2
4274,hsa7053,7053,NG_052959.1
4275,hsa7054,7054,NG_008128.1
4276,hsa7056,7056,NG_012027.1
4277,hsa7058,7058,NG_022911.1
4278,hsa7059,7059,NG_047083.1
4279,hsa7062,7062,NG_052960.1
4280,hsa7066,7066,NG_012136.1
4281,hsa7067,7067,NG_023345.1
4282,hsa7068,7068,NG_009159.1
4283,hsa7071,7071,NG_033271.1
4284,hsa7072,7072,NG_029967.1
4285,hsa7073,7073,NG_029240.1
4286,hsa7075,7075,NG_030673.1
4287,hsa7076,7076,NG_012533.1
4288,hsa7078,7078,NG_009117.2
4289,hsa7080,7080,NG_013365.1
4290,hsa7083,7083,NG_051962.1
4291,hsa7084,7084,NG_016862.1
4292,hsa7086,7086,NG_027815.1
4293,hsa7092,7092,NG_016278.2
4294,hsa7096,7096,NG_016228.1
4295,hsa7097,7097,NG_016229.1
4296,hsa7098,7098,NG_007278.1
4297,hsa7099,7099,NG_011475.2
4298,hsa71,71,NG_011433.1
4299,hsa710,710,NG_009625.1
4300,hsa7100,7100,NG_016244.1
4301,hsa7102,7102,NG_009160.1
4302,hsa7105,7105,NG_012534.1
4303,hsa7112,7112,NG_021393.1
4304,hsa7113,7113,NG_047085.2
4305,hsa712,712,NG_007282.1
4306,hsa7124,7124,NG_007462.1
4307,hsa7128,7128,NG_032761.1
4308,hsa713,713,NG_007283.1
4309,hsa7132,7132,NG_007506.1
4310,hsa7133,7133,NG_029791.1
4311,hsa7134,7134,NG_008963.1
4312,hsa7135,7135,NG_016649.2
4313,hsa7136,7136,NG_011621.1
4314,hsa7137,7137,NG_007866.2
4315,hsa7138,7138,NG_011829.2
4316,hsa7139,7139,NG_007556.1
4317,hsa714,714,NG_007565.1
4318,hsa7140,7140,NG_013085.2
4319,hsa7143,7143,NG_050931.1
4320,hsa7148,7148,NG_008337.2
4321,hsa715,715,NG_062465.1
4322,hsa7150,7150,NG_012262.2
4323,hsa7153,7153,NG_027678.2
4324,hsa7155,7155,NG_052961.1
4325,hsa7157,7157,NG_017013.2
4326,hsa7159,7159,NG_029950.1
4327,hsa716,716,NG_011694.1
4328,hsa7161,7161,NG_017035.2
4329,hsa7162,7162,NG_033981.1
4330,hsa7164,7164,NG_029911.1
4331,hsa7165,7165,NG_029863.1
4332,hsa7166,7166,NG_011947.2
4333,hsa7167,7167,NG_011948.1
4334,hsa7168,7168,NG_007557.1
4335,hsa7169,7169,NG_011620.1
4336,hsa717,717,NG_011730.1
4337,hsa7170,7170,NG_008621.1
4338,hsa7171,7171,NG_015841.1
4339,hsa7173,7173,NG_011581.1
4340,hsa7174,7174,NG_063544.1
4341,hsa7175,7175,NG_023284.1
4342,hsa718,718,NG_009557.1
4343,hsa7185,7185,NG_023346.1
4344,hsa7187,7187,NG_027973.1
4345,hsa719,719,NG_050736.1
4346,hsa72,72,NG_034140.1
4347,hsa720,720,NG_011638.1
4348,hsa7200,7200,NG_027816.1
4349,hsa7201,7201,NG_017161.1
4350,hsa7204,7204,NG_052962.1
4351,hsa721,721,NG_011639.1
4352,hsa7216,7216,NG_012806.1
4353,hsa722,722,NG_029579.1
4354,hsa7220,7220,NG_030369.1
4355,hsa7222,7222,NG_030368.1
4356,hsa7223,7223,NG_029849.2
4357,hsa7224,7224,NG_021215.2
4358,hsa7225,7225,NG_011476.2
4359,hsa7226,7226,NG_022913.1
4360,hsa7227,7227,NG_012383.3
4361,hsa723961,723961,NG_050578.1
4362,hsa7248,7248,NG_012386.1
4363,hsa7249,7249,NG_005895.1
4364,hsa725,725,NG_029386.1
4365,hsa7251,7251,NG_012138.2
4366,hsa7252,7252,NG_015891.1
4367,hsa7253,7253,NG_009206.1
4368,hsa7258,7258,NG_027958.1
4369,hsa7259,7259,NG_016217.1
4370,hsa726,726,NG_033002.1
4371,hsa7263,7263,NG_027994.1
4372,hsa7268,7268,NG_029058.1
4373,hsa727,727,NG_007364.1
4374,hsa7273,7273,NG_011618.3
4375,hsa7274,7274,NG_016123.1
4376,hsa7275,7275,NG_029912.1
4377,hsa7276,7276,NG_009490.1
4378,hsa7277,7277,NG_029913.1
4379,hsa727897,727897,NG_031880.1
4380,hsa7280,7280,NG_042223.1
4381,hsa728294,728294,NG_012012.1
4382,hsa7283,7283,NG_033886.1
4383,hsa7284,7284,NG_008964.1
4384,hsa728642,728642,NG_029414.1
4385,hsa7287,7287,NG_009077.1
4386,hsa729,729,NG_011582.1
4387,hsa7290,7290,NG_009231.2
4388,hsa7291,7291,NG_008114.2
4389,hsa7292,7292,NG_011477.1
4390,hsa729230,729230,NG_021428.1
4391,hsa729238,729238,NG_013046.1
4392,hsa7293,7293,NG_046896.1
4393,hsa7296,7296,NG_029392.1
4394,hsa7297,7297,NG_007872.1
4395,hsa7298,7298,NG_028255.1
4396,hsa7299,7299,NG_008748.1
4397,hsa730,730,NG_011692.1
4398,hsa7301,7301,NG_033013.1
4399,hsa7305,7305,NG_009304.1
4400,hsa7306,7306,NG_011705.1
4401,hsa7307,7307,NG_029455.1
4402,hsa731,731,NG_012049.1
4403,hsa7311,7311,NG_023288.1
4404,hsa7314,7314,NG_023320.1
4405,hsa7316,7316,NG_027722.2
4406,hsa7317,7317,NG_009161.1
4407,hsa7319,7319,NG_009267.1
4408,hsa732,732,NG_007285.1
4409,hsa7320,7320,NG_046936.1
4410,hsa7327,7327,NG_052982.1
4411,hsa733,733,NG_029580.1
4412,hsa7335,7335,NG_029526.2
4413,hsa7337,7337,NG_009268.1
4414,hsa7341,7341,NG_011679.1
4415,hsa7343,7343,NG_029864.1
4416,hsa7345,7345,NG_012931.1
4417,hsa7349,7349,NG_033055.1
4418,hsa735,735,NG_009894.1
4419,hsa7350,7350,NG_012139.1
4420,hsa7351,7351,NG_011478.1
4421,hsa7352,7352,NG_011515.1
4422,hsa7355,7355,NG_034300.1
4423,hsa7356,7356,NG_021331.1
4424,hsa7367,7367,NG_017033.1
4425,hsa7369,7369,NG_008151.1
4426,hsa7372,7372,NG_017037.1
4427,hsa7373,7373,NG_033107.1
4428,hsa7374,7374,NG_007284.1
4429,hsa7375,7375,NG_030370.1
4430,hsa7378,7378,NG_051802.1
4431,hsa7380,7380,NG_016203.2
4432,hsa7381,7381,NG_008237.2
4433,hsa7385,7385,NG_042228.1
4434,hsa7389,7389,NG_007122.2
4435,hsa7390,7390,NG_011557.2
4436,hsa7391,7391,NG_011612.1
4437,hsa7392,7392,NG_029241.1
4438,hsa7399,7399,NG_009497.2
4439,hsa7402,7402,NG_042293.1
4440,hsa7403,7403,NG_016260.1
4441,hsa7405,7405,NG_046930.1
4442,hsa7407,7407,NG_028229.1
4443,hsa7410,7410,NG_029725.1
4444,hsa7411,7411,NG_013269.2
4445,hsa7412,7412,NG_023034.2
4446,hsa7414,7414,NG_008868.1
4447,hsa7415,7415,NG_007887.1
4448,hsa7416,7416,NG_027817.2
4449,hsa7421,7421,NG_008731.1
4450,hsa7422,7422,NG_008732.1
4451,hsa7423,7423,NG_029823.1
4452,hsa7424,7424,NG_034216.1
4453,hsa7428,7428,NG_008212.3
4454,hsa7430,7430,NG_052952.1
4455,hsa7431,7431,NG_012413.1
4456,hsa7433,7433,NG_030371.1
4457,hsa7436,7436,NG_012741.1
4458,hsa7439,7439,NG_009033.1
4459,hsa7441,7441,NG_029387.2
4460,hsa7442,7442,NG_029716.1
4461,hsa7443,7443,NG_016293.1
4462,hsa7444,7444,NG_029717.2
4463,hsa7450,7450,NG_009072.2
4464,hsa7453,7453,NG_029914.1
4465,hsa7454,7454,NG_007877.1
4466,hsa7456,7456,NG_032009.1
4467,hsa7458,7458,NG_008869.1
4468,hsa7461,7461,NG_011830.1
4469,hsa7462,7462,NG_023256.1
4470,hsa7466,7466,NG_011700.1
4471,hsa7468,7468,NG_009269.1
4472,hsa7469,7469,NG_009232.1
4473,hsa7471,7471,NG_033141.1
4474,hsa7473,7473,NG_008084.2
4475,hsa7474,7474,NG_031992.1
4476,hsa7475,7475,NG_046932.1
4477,hsa7476,7476,NG_008088.1
4478,hsa7481,7481,NG_046931.1
4479,hsa7482,7482,NG_052953.1
4480,hsa7486,7486,NG_008870.1
4481,hsa7490,7490,NG_009272.1
4482,hsa7494,7494,NG_012266.1
4483,hsa7498,7498,NG_008871.2
4484,hsa7504,7504,NG_007473.3
4485,hsa7507,7507,NG_011642.1
4486,hsa7508,7508,NG_011763.1
4487,hsa7515,7515,NG_033799.1
4488,hsa7516,7516,NG_027988.2
4489,hsa7517,7517,NG_011516.1
4490,hsa7518,7518,NG_047086.1
4491,hsa7520,7520,NG_029780.1
4492,hsa7528,7528,NG_046908.1
4493,hsa7531,7531,NG_009233.1
4494,hsa7535,7535,NG_007727.1
4495,hsa7536,7536,NG_021399.1
4496,hsa7539,7539,NG_047087.1
4497,hsa754,754,NG_033966.1
4498,hsa7544,7544,NG_008113.1
4499,hsa7545,7545,NG_015886.1
4500,hsa7546,7546,NG_007085.3
4501,hsa7547,7547,NG_008115.2
4502,hsa7549,7549,NG_033798.1
4503,hsa755,755,NG_032952.1
4504,hsa7555,7555,NG_011902.1
4505,hsa7586,7586,NG_051950.1
4506,hsa759,759,NG_016221.1
4507,hsa7592,7592,NG_008238.1
4508,hsa760,760,NG_007287.1
4509,hsa762,762,NG_012050.2
4510,hsa765,765,NG_033975.1
4511,hsa767,767,NG_023193.2
4512,hsa7678,7678,NG_029824.1
4513,hsa7681,7681,NG_012875.3
4514,hsa7695,7695,NG_052983.1
4515,hsa7700,7700,NG_052984.1
4516,hsa7701,7701,NG_033099.1
4517,hsa7704,7704,NG_012140.2
4518,hsa7707,7707,NG_052987.1
4519,hsa771,771,NG_028022.2
4520,hsa7727,7727,NG_053015.1
4521,hsa773,773,NG_011569.1
4522,hsa7737,7737,NG_021227.1
4523,hsa7738,7738,NG_052614.1
4524,hsa774,774,NG_042271.1
4525,hsa7748,7748,NG_032109.1
4526,hsa775,775,NG_008801.2
4527,hsa7750,7750,NG_023348.2
4528,hsa776,776,NG_032999.1
4529,hsa7766,7766,NG_034021.1
4530,hsa7767,7767,NG_051221.1
4531,hsa777,777,NG_050616.1
4532,hsa778,778,NG_009095.2
4533,hsa7780,7780,NG_042808.1
4534,hsa7784,7784,NG_033938.1
4535,hsa7789,7789,NG_015974.1
4536,hsa779,779,NG_009816.2
4537,hsa780,780,NG_029066.1
4538,hsa7804,7804,NG_011517.2
4539,hsa7809,7809,NG_008965.2
4540,hsa782,782,NG_052811.1
4541,hsa7827,7827,NG_007535.1
4542,hsa783,783,NG_016195.1
4543,hsa7832,7832,NG_046929.1
4544,hsa7837,7837,NG_034221.1
4545,hsa784,784,NG_030048.1
4546,hsa7840,7840,NG_011690.1
4547,hsa7841,7841,NG_008922.1
4548,hsa7846,7846,NG_008966.1
4549,hsa7849,7849,NG_012384.1
4550,hsa785,785,NG_012641.1
4551,hsa7852,7852,NG_011587.1
4552,hsa7855,7855,NG_050642.1
4553,hsa7857,7857,NG_027998.1
4554,hsa7862,7862,NG_052955.1
4555,hsa7867,7867,NG_051548.1
4556,hsa7869,7869,NG_032938.1
4557,hsa7871,7871,NG_042789.1
4558,hsa7873,7873,NG_012652.3
4559,hsa7874,7874,NG_046847.1
4560,hsa7879,7879,NG_008070.1
4561,hsa788,788,NG_008171.1
4562,hsa7881,7881,NG_042292.1
4563,hsa78987,78987,NG_017069.1
4564,hsa790,790,NG_046394.1
4565,hsa79001,79001,NG_011564.1
4566,hsa79009,79009,NG_050683.1
4567,hsa79026,79026,NG_051822.1
4568,hsa79027,79027,NG_029962.1
4569,hsa79042,79042,NG_015810.2
4570,hsa79048,79048,NG_012177.1
4571,hsa79058,79058,NG_030375.2
4572,hsa79068,79068,NG_012969.1
4573,hsa79072,79072,NG_033101.1
4574,hsa79083,79083,NG_007286.1
4575,hsa79090,79090,NG_033044.1
4576,hsa79092,79092,NG_032778.1
4577,hsa79094,79094,NG_051562.1
4578,hsa790955,790955,NG_041802.1
4579,hsa79102,79102,NG_012235.1
4580,hsa7913,7913,NG_042290.1
4581,hsa79140,79140,NG_012178.1
4582,hsa7915,7915,NG_008161.1
4583,hsa79152,79152,NG_017070.1
4584,hsa79158,79158,NG_021243.1
4585,hsa79184,79184,NG_047184.1
4586,hsa79188,79188,NG_008975.1
4587,hsa79228,79228,NG_052595.1
4588,hsa79365,79365,NG_021173.1
4589,hsa79366,79366,NG_013234.1
4590,hsa79370,79370,NG_029375.1
4591,hsa7940,7940,NG_030378.1
4592,hsa7941,7941,NG_016204.1
4593,hsa79443,79443,NG_031955.1
4594,hsa79444,79444,NG_029552.1
4595,hsa79446,79446,NG_053195.1
4596,hsa7957,7957,NG_012832.2
4597,hsa79576,79576,NG_021260.1
4598,hsa79577,79577,NG_012691.1
4599,hsa79581,79581,NG_032872.2
4600,hsa79583,79583,NG_033109.1
4601,hsa79585,79585,NG_052966.1
4602,hsa79587,79587,NG_042045.2
4603,hsa79589,79589,NG_012576.1
4604,hsa796,796,NG_015960.1
4605,hsa79607,79607,NG_017156.1
4606,hsa79622,79622,NG_017004.1
4607,hsa79623,79623,NG_051040.1
4608,hsa79633,79633,NG_033865.1
4609,hsa79641,79641,NG_032174.1
4610,hsa79648,79648,NG_016619.2
4611,hsa79649,79649,NG_016801.1
4612,hsa7965,7965,NG_050738.1
4613,hsa79650,79650,NG_027698.1
4614,hsa79654,79654,NG_033058.1
4615,hsa79656,79656,NG_053063.1
4616,hsa79659,79659,NG_016423.2
4617,hsa79660,79660,NG_028089.1
4618,hsa79663,79663,NG_030032.1
4619,hsa79695,79695,NG_028218.1
4620,hsa79705,79705,NG_052791.1
4621,hsa79710,79710,NG_016392.1
4622,hsa79718,79718,NG_047195.1
4623,hsa79719,79719,NG_033007.1
4624,hsa79728,79728,NG_007406.1
4625,hsa79734,79734,NG_052003.1
4626,hsa79738,79738,NG_016357.1
4627,hsa79744,79744,NG_054882.1
4628,hsa79751,79751,NG_023407.1
4629,hsa79753,79753,NG_032170.2
4630,hsa79755,79755,NG_011604.1
4631,hsa7976,7976,NG_029723.1
4632,hsa79784,79784,NG_011645.1
4633,hsa7979,7979,NG_009273.2
4634,hsa79791,79791,NG_047196.1
4635,hsa79796,79796,NG_009210.1
4636,hsa79797,79797,NG_052967.1
4637,hsa7980,7980,NG_032914.1
4638,hsa79803,79803,NG_012029.1
4639,hsa79812,79812,NG_032913.3
4640,hsa79813,79813,NG_011776.1
4641,hsa79816,79816,NG_051563.1
4642,hsa7982,7982,NG_047088.1
4643,hsa79834,79834,NG_034037.1
4644,hsa79836,79836,NG_012577.1
4645,hsa79840,79840,NG_007880.1
4646,hsa79848,79848,NG_034100.1
4647,hsa79853,79853,NG_051253.1
4648,hsa79856,79856,NG_033071.1
4649,hsa79858,79858,NG_029225.1
4650,hsa79868,79868,NG_016238.1
4651,hsa79869,79869,NG_051815.1
4652,hsa79873,79873,NG_032941.1
4653,hsa79876,79876,NG_052968.1
4654,hsa79879,79879,NG_068430.1
4655,hsa79882,79882,NG_050601.1
4656,hsa799,799,NG_013005.1
4657,hsa7991,7991,NG_012141.2
4658,hsa79912,79912,NG_053196.1
4659,hsa79921,79921,NG_016315.2
4660,hsa7993,7993,NG_033787.1
4661,hsa7994,7994,NG_042093.1
4662,hsa79947,79947,NG_029786.1
4663,hsa79977,79977,NG_011971.2
4664,hsa79979,79979,NG_015971.1
4665,hsa800,800,NG_029186.1
4666,hsa80005,80005,NG_051765.1
4667,hsa80014,80014,NG_051586.1
4668,hsa80018,80018,NG_017071.1
4669,hsa80025,80025,NG_008131.3
4670,hsa80031,80031,NG_029119.2
4671,hsa80055,80055,NG_046780.1
4672,hsa80067,80067,NG_013038.2
4673,hsa801,801,NG_013338.1
4674,hsa80125,80125,NG_054754.1
4675,hsa80129,80129,NG_021198.1
4676,hsa8013,8013,NG_028910.1
4677,hsa80131,80131,NG_050684.1
4678,hsa80142,80142,NG_012488.1
4679,hsa80153,80153,NG_054910.1
4680,hsa80155,80155,NG_053037.1
4681,hsa80169,80169,NG_032148.2
4682,hsa80183,80183,NG_053064.1
4683,hsa80184,80184,NG_008417.2
4684,hsa80185,80185,NG_033257.1
4685,hsa80198,80198,NG_053116.1
4686,hsa80199,80199,NG_032843.1
4687,hsa80201,80201,NG_051555.1
4688,hsa80204,80204,NG_008397.1
4689,hsa80208,80208,NG_008885.1
4690,hsa8021,8021,NG_023371.1
4691,hsa8022,8022,NG_008097.1
4692,hsa80222,80222,NG_034226.1
4693,hsa80230,80230,NG_031967.1
4694,hsa80232,80232,NG_047198.1
4695,hsa80243,80243,NG_047022.1
4696,hsa80254,80254,NG_032870.1
4697,hsa80258,80258,NG_021391.1
4698,hsa80270,80270,NG_012346.1
4699,hsa80271,80271,NG_012970.1
4700,hsa80274,80274,NG_029056.3
4701,hsa8028,8028,NG_027818.2
4702,hsa8029,8029,NG_008967.1
4703,hsa8030,8030,NG_027819.1
4704,hsa80303,80303,NG_051251.1
4705,hsa80308,80308,NG_042310.1
4706,hsa8031,8031,NG_023372.1
4707,hsa80311,80311,NG_012625.1
4708,hsa80325,80325,NG_029479.1
4709,hsa80331,80331,NG_029805.2
4710,hsa80333,80333,NG_052969.1
4711,hsa80342,80342,NG_033934.1
4712,hsa80347,80347,NG_034110.1
4713,hsa8036,8036,NG_028922.1
4714,hsa8038,8038,NG_029050.1
4715,hsa8048,8048,NG_011932.2
4716,hsa805,805,NG_042065.1
4717,hsa8050,8050,NG_013368.1
4718,hsa80704,80704,NG_016359.1
4719,hsa80739,80739,NG_029044.2
4720,hsa8074,8074,NG_007087.1
4721,hsa80746,80746,NG_011521.2
4722,hsa8076,8076,NG_041814.1
4723,hsa80781,80781,NG_011903.1
4724,hsa80790,80790,NG_029839.1
4725,hsa808,808,NG_051331.1
4726,hsa8082,8082,NG_012011.2
4727,hsa80823,80823,NG_021340.1
4728,hsa80824,80824,NG_021402.2
4729,hsa80832,80832,NG_023437.1
4730,hsa8085,8085,NG_027827.1
4731,hsa8089,8089,NG_052956.1
4732,hsa80896,80896,NG_053009.1
4733,hsa8091,8091,NG_016296.1
4734,hsa8092,8092,NG_023202.1
4735,hsa81,81,NG_007082.2
4736,hsa81027,81027,NG_023424.2
4737,hsa81030,81030,NG_031836.1
4738,hsa81035,81035,NG_030342.1
4739,hsa81037,81037,NG_046903.1
4740,hsa8106,8106,NG_008239.1
4741,hsa811,811,NG_029662.1
4742,hsa8120,8120,NG_052957.1
4743,hsa813,813,NG_033110.1
4744,hsa8131,8131,NG_029669.1
4745,hsa8139,8139,NG_009007.1
4746,hsa8148,8148,NG_023279.1
4747,hsa81488,81488,NG_029676.1
4748,hsa81493,81493,NG_012421.1
4749,hsa81494,81494,NG_016365.1
4750,hsa815,815,NG_047040.1
4751,hsa81502,81502,NG_051619.2
4752,hsa81545,81545,NG_033871.1
4753,hsa81557,81557,NG_029896.1
4754,hsa81565,81565,NG_029963.2
4755,hsa81570,81570,NG_042130.2
4756,hsa816,816,NG_029407.1
4757,hsa81603,81603,NG_051595.1
4758,hsa81607,81607,NG_028109.1
4759,hsa81608,81608,NG_008644.1
4760,hsa81620,81620,NG_028266.1
4761,hsa81624,81624,NG_032693.2
4762,hsa81631,81631,NG_029030.1
4763,hsa8165,8165,NG_029985.1
4764,hsa81669,81669,NG_029782.1
4765,hsa81671,81671,NG_051107.1
4766,hsa81693,81693,NG_008276.2
4767,hsa81704,81704,NG_017007.1
4768,hsa81786,81786,NG_029535.1
4769,hsa81790,81790,NG_032868.1
4770,hsa81794,81794,NG_011840.2
4771,hsa818,818,NG_029408.2
4772,hsa81839,81839,NG_016548.1
4773,hsa81846,81846,NG_008074.1
4774,hsa81848,81848,NG_034148.1
4775,hsa81857,81857,NG_017091.1
4776,hsa81887,81887,NG_016369.1
4777,hsa8192,8192,NG_033887.1
4778,hsa8195,8195,NG_009109.2
4779,hsa8200,8200,NG_008076.3
4780,hsa8202,8202,NG_016810.1
4781,hsa8204,8204,NG_050643.1
4782,hsa8208,8208,NG_046962.1
4783,hsa8209,8209,NG_021281.3
4784,hsa8216,8216,NG_034193.1
4785,hsa8218,8218,NG_033805.1
4786,hsa8220,8220,NG_008320.1
4787,hsa8224,8224,NG_029545.1
4788,hsa8227,8227,NG_021470.1
4789,hsa823,823,NG_052817.1
4790,hsa8233,8233,NG_012746.1
4791,hsa8237,8237,NG_012546.1
4792,hsa8239,8239,NG_012547.1
4793,hsa8241,8241,NG_012548.1
4794,hsa8242,8242,NG_008085.2
4795,hsa8243,8243,NG_006988.2
4796,hsa825,825,NG_008660.1
4797,hsa8260,8260,NG_031987.1
4798,hsa8269,8269,NG_021222.1
4799,hsa827,827,NG_015962.1
4800,hsa8277,8277,NG_028264.1
4801,hsa8287,8287,NG_008311.1
4802,hsa8288,8288,NG_013020.1
4803,hsa8289,8289,NG_029965.1
4804,hsa8291,8291,NG_008694.1
4805,hsa8292,8292,NG_009032.2
4806,hsa8295,8295,NG_030010.1
4807,hsa8301,8301,NG_028942.1
4808,hsa8309,8309,NG_052668.1
4809,hsa831,831,NG_029490.2
4810,hsa8312,8312,NG_012267.1
4811,hsa8313,8313,NG_012142.1
4812,hsa8314,8314,NG_031859.1
4813,hsa8318,8318,NG_052958.1
4814,hsa832,832,NG_029551.2
4815,hsa8320,8320,NG_042182.1
4816,hsa8322,8322,NG_011752.1
4817,hsa8323,8323,NG_028909.2
4818,hsa8325,8325,NG_029968.1
4819,hsa8326,8326,NG_012028.1
4820,hsa8328,8328,NG_034227.1
4821,hsa83394,83394,NG_016020.1
4822,hsa834,834,NG_029124.2
4823,hsa83452,83452,NG_051587.1
4824,hsa83478,83478,NG_051627.1
4825,hsa83481,83481,NG_033825.1
4826,hsa835,835,NG_029248.1
4827,hsa83538,83538,NG_053115.1
4828,hsa83539,83539,NG_029856.1
4829,hsa83547,83547,NG_033061.1
4830,hsa83552,83552,NG_012235.1
4831,hsa83593,83593,NG_029062.2
4832,hsa83595,83595,NG_053010.1
4833,hsa83605,83605,NG_016295.1
4834,hsa83636,83636,NG_031970.2
4835,hsa83660,83660,NG_033932.1
4836,hsa83692,83692,NG_021320.2
4837,hsa83696,83696,NG_016478.3
4838,hsa83700,83700,NG_028348.1
4839,hsa83706,83706,NG_016360.1
4840,hsa83737,83737,NG_023206.1
4841,hsa83743,83743,NG_046925.1
4842,hsa83752,83752,NG_053011.1
4843,hsa83787,83787,NG_030014.1
4844,hsa8379,8379,NG_011518.1
4845,hsa83844,83844,NG_013268.1
4846,hsa83861,83861,NG_051819.1
4847,hsa839,839,NG_029187.1
4848,hsa83932,83932,NG_042052.1
4849,hsa83933,83933,NG_029758.1
4850,hsa8398,8398,NG_007094.3
4851,hsa83983,83983,NG_033078.1
4852,hsa83990,83990,NG_007409.2
4853,hsa83992,83992,NG_050685.1
4854,hsa83999,83999,NG_052986.1
4855,hsa8403,8403,NG_050752.1
4856,hsa84033,84033,NG_032122.1
4857,hsa8405,8405,NG_041815.1
4858,hsa8406,8406,NG_016373.1
4859,hsa84061,84061,NG_016390.1
4860,hsa84062,84062,NG_009309.1
4861,hsa84063,84063,NG_051206.1
4862,hsa84067,84067,NG_052832.1
4863,hsa84078,84078,NG_053142.1
4864,hsa841,841,NG_007497.1
4865,hsa84100,84100,NG_008119.2
4866,hsa84101,84101,NG_052622.1
4867,hsa84107,84107,NG_009242.1
4868,hsa84126,84126,NG_041782.1
4869,hsa84129,84129,NG_042830.1
4870,hsa84131,84131,NG_053171.1
4871,hsa84140,84140,NG_028125.1
4872,hsa84142,84142,NG_051599.1
4873,hsa84152,84152,NG_030330.1
4874,hsa84159,84159,NG_030027.1
4875,hsa84162,84162,NG_015813.2
4876,hsa84163,84163,NG_053172.1
4877,hsa84168,84168,NG_012649.1
4878,hsa8417,8417,NG_050740.1
4879,hsa84173,84173,NG_051291.1
4880,hsa84174,84174,NG_031823.2
4881,hsa84181,84181,NG_050686.1
4882,hsa84188,84188,NG_041826.1
4883,hsa8419,8419,NG_012425.1
4884,hsa84196,84196,NG_047203.1
4885,hsa842,842,NG_029188.1
4886,hsa84223,84223,NG_033072.1
4887,hsa84245,84245,NG_051243.1
4888,hsa8425,8425,NG_021201.1
4889,hsa84282,84282,NG_011701.1
4890,hsa84292,84292,NG_015814.1
4891,hsa84295,84295,NG_008886.1
4892,hsa843,843,NG_007265.1
4893,hsa84300,84300,NG_034147.1
4894,hsa84307,84307,NG_015815.1
4895,hsa8431,8431,NG_012143.1
4896,hsa84317,84317,NG_046779.1
4897,hsa84340,84340,NG_011531.1
4898,hsa84342,84342,NG_009013.1
4899,hsa84343,84343,NG_009847.1
4900,hsa8437,8437,NG_047089.1
4901,hsa8438,8438,NG_012144.1
4902,hsa844,844,NG_042040.1
4903,hsa8443,8443,NG_008240.2
4904,hsa84433,84433,NG_027759.1
4905,hsa84440,84440,NG_051977.1
4906,hsa84444,84444,NG_029793.1
4907,hsa84447,84447,NG_029713.1
4908,hsa84456,84456,NG_051942.1
4909,hsa84458,84458,NG_051561.2
4910,hsa84460,84460,NG_016330.2
4911,hsa84464,84464,NG_028123.1
4912,hsa84466,84466,NG_032072.2
4913,hsa8447,8447,NG_021143.2
4914,hsa845,845,NG_008802.1
4915,hsa8450,8450,NG_009388.1
4916,hsa84515,84515,NG_042869.1
4917,hsa8452,8452,NG_032169.1
4918,hsa84522,84522,NG_041779.1
4919,hsa84525,84525,NG_050687.1
4920,hsa84529,84529,NG_034055.1
4921,hsa8454,8454,NG_065171.1
4922,hsa84545,84545,NG_011646.1
4923,hsa8455,8455,NG_029406.1
4924,hsa84553,84553,NG_051943.1
4925,hsa84570,84570,NG_047204.1
4926,hsa84572,84572,NG_016985.1
4927,hsa846,846,NG_009058.2
4928,hsa8462,8462,NG_017199.1
4929,hsa84620,84620,NG_031986.1
4930,hsa84623,84623,NG_012971.1
4931,hsa84626,84626,NG_029620.1
4932,hsa84630,84630,NG_051244.1
4933,hsa84631,84631,NG_016477.2
4934,hsa84634,84634,NG_008277.1
4935,hsa84654,84654,NG_030332.1
4936,hsa84662,84662,NG_016391.2
4937,hsa84665,84665,NG_032118.1
4938,hsa84676,84676,NG_033268.1
4939,hsa84678,84678,NG_033820.1
4940,hsa84679,84679,NG_012622.2
4941,hsa8468,8468,NG_023242.2
4942,hsa84687,84687,NG_034197.1
4943,hsa84693,84693,NG_008977.1
4944,hsa84695,84695,NG_033047.1
4945,hsa847,847,NG_013339.2
4946,hsa8470,8470,NG_029709.1
4947,hsa84700,84700,NG_046772.1
4948,hsa84701,84701,NG_012180.1
4949,hsa84705,84705,NG_027824.1
4950,hsa84706,84706,NG_042110.1
4951,hsa84707,84707,NG_016254.1
4952,hsa8471,8471,NG_013239.1
4953,hsa84720,84720,NG_031990.1
4954,hsa84727,84727,NG_013308.1
4955,hsa8473,8473,NG_015875.1
4956,hsa84733,84733,NG_016986.1
4957,hsa84735,84735,NG_033025.1
4958,hsa8480,8480,NG_047090.1
4959,hsa8481,8481,NG_008872.1
4960,hsa84816,84816,NG_047205.1
4961,hsa8482,8482,NG_011733.1
4962,hsa84823,84823,NG_008355.1
4963,hsa84839,84839,NG_011565.1
4964,hsa84868,84868,NG_030444.1
4965,hsa8487,8487,NG_016643.1
4966,hsa84876,84876,NG_007500.1
4967,hsa84892,84892,NG_032930.1
4968,hsa84893,84893,NG_047206.1
4969,hsa8490,8490,NG_027731.2
4970,hsa84905,84905,NG_053072.1
4971,hsa84908,84908,NG_051290.1
4972,hsa8491,8491,NG_028007.1
